vessel_record_id,ssvid,n_shipname,n_callsign,imo,flag,owner,owner_flag,source_code
IMO-7915876|USA-608397,368564000,BRISTOLMARINER,WDC8924,7915876,USA,BRISTOL MARINER,USA,IMO
IMO-7915876|USA-608397,367095130,BRISTOLMARINER,WDC8924,7915876,USA,BRISTOL MARINER,USA,IMO
IMO-7915876|USA-608397,367095130,BRISTOLMARINER,WDC8924,7915876,USA,,USA,USA
IMO-7915876|USA-608397,368564000,BRISTOLMARINER,WDC8924,7915876,USA,,USA,USA
IMO-7915888|USA-610436,338271000,PATRICIAL,WDH7937,7915888,USA,BERING FISHING,USA,IMO
IMO-7915888|USA-610436,338271000,PATRICIAL,WDH7937,7915888,USA,BERING NORTH,USA,IMO
IMO-7915888|USA-610436,338271000,PATRICIAL,WDH7937,7915888,USA,,USA,USA
IMO-7915890|USA-604315,367405000,GOLDENDAWN,WCV9956,7915890,USA,GOLDEN DAWN,USA,IMO
IMO-7915890|USA-604315,367405000,GOLDENDAWN,WCV9956,7915890,USA,,USA,USA
IMO-7915905|USA-606565,367373760,NORTHSEA,WDE5954,7915905,USA,NORTH SEA,USA,IMO
IMO-7915905|USA-606565,368054320,NORTHSEA,WDK4353,6065650,USA,NORTH SEA,USA,IMO
IMO-7915905|USA-606565,368054320,NORTHSEA,WDK4353,6065650,USA,,USA,USA
IMO-7916765,431524000,SHINYOUMARU58,7JZK,7916765,JPN,SHINYO MARU YK,JPN,IMO
IMO-7917202,246208000,WALRUS,PIOW,7917202,NLD,VAN DER STRAATEN,NLD,IMO
IMO-7917458|IOTC-9238,422733000,KOOSHA3,9BQJ,7917458,IRN,FERDOWS SEYD,IRN,IMO
IMO-7917666|USA-604477,367348340,HARMONY1,WDE4075,7917666,USA,OCEAN TRANSPORTATION,USA,IMO
IMO-7917666|USA-604477,367348005,HARMONY1,WDE4075,7917666,USA,OCEAN TRANSPORTATION,USA,IMO
IMO-7917666|USA-604477,367348005,HARMONY1,WDE4075,7917666,USA,,USA,USA
IMO-7917666|USA-604477,367348340,HARMONY1,WDE4075,7917666,USA,,USA,USA
IMO-7917795|USA-600325,369176000,GLACIERBAY,WDA9379,7917795,USA,PEARL BAY SEAFOODS,USA,IMO
IMO-7917795|USA-600325,368076750,GLACIERBAY,WDA9379,7917795,USA,PEARL BAY SEAFOODS,USA,IMO
IMO-7917795|USA-600325,369175000,GLACIERBAY,WDA9379,7917795,USA,PEARL BAY SEAFOODS,USA,IMO
IMO-7917795|USA-600325,369175000,GLACIERBAY,WDA9379,7917795,USA,,USA,USA
IMO-7917795|USA-600325,369176000,GLACIERBAY,WDA9379,7917795,USA,,USA,USA
IMO-7917795|USA-600325,368076750,GLACIERBAY,WDA9379,7917795,USA,,USA,USA
IMO-7918048|NOR-2005030625,259540000,ASTRIDANN,LNFD,7918048,NOR,LANGTVEIT AA A E,NOR,IMO
IMO-7918048|NOR-2005030625,259540000,ASTRIDANN,LNFD,7918048,NOR,,NOR,NOR
IMO-7918048|NOR-2005030625,259540000,ASTRIDANN,LNFD,7918048,NOR,ASTRID ANN ANS,NOR,NOR
IMO-7920106|CHN-(ZHE)CHUANDENG(JI)(2015)FT-200078,412420109,LIAOJINYU78,BZ8UO,7920106,CHN,ZHOUSHAN HONGRUN OCEAN FISHERIES,CHN,RESEARCH-PAPER
IMO-7920247,457786000,SUNRISE,JVZX6,7920247,MNG,CRYSTAL TIGER TRANSPORTATION,HKG,IMO
IMO-7920326,273316080,OLA,UBKE9,7920326,RUS,FRAM,RUS,IMO
IMO-7920546|RUS-991489,666000001,ORION,UBYQ,7920546,RUS,VLADKRISTALL,RUS,IMO
IMO-7920546|RUS-991489,273312950,ORION,UBYQ,7920546,RUS,VLADKRISTALL,RUS,IMO
IMO-7920728|IOTC-16138|MYS-333481,533000333,KHAYANG333,9MTU3,7920728,MYS,KHA YANG MARINE SDN BHD,MYS,IMO
IMO-7920900,525023138,FERIMASAGUNG,PORM,7920900,IDN,INDOLINE INCOMEKITA,IDN,IMO
IMO-7922257,258393000,FINNMARKSFISK,LIVH,7922257,NOR,TROMS OG FINNMARK FYLKES,NOR,IMO
IMO-7922257,258393000,FINNMARKSFISK,LIVH,7922257,NOR,FINNMARK FYLKESKOMMUNE,NOR,IMO
IMO-7922269|NOR-2011054048,259713000,STAALEGG,3YQP,7922269,NOR,BEITVEIT HAVFISKE,NOR,NOR
IMO-7922269|NOR-2011054048,259713000,NYSTROEM,3YQP,7922269,NOR,PROGRESSO HOLDING,NOR,RESEARCH-PAPER
IMO-7922283|NOR-1998010506,258067000,KAAGTIND,LIZY,7922283,NOR,NERGARD HAVFISKE,NOR,"IMO, NOR"
IMO-7922386,242925000,AIG,CNA4490,7922386,MAR,PELSUD GROUPE,MAR,IMO
IMO-7922491,667001705,SKYWHITE,9LU2508,7922491,SLE,MVSK,MLT,IMO
IMO-7922817,273562010,TSEZAR,UGOJ,7922817,RUS,NAKHODKA PORTBUNKER,RUS,IMO
IMO-7922817,671986000,TSEZAR,5VFO8,7922817,TGO,MCT SHIPPING LP,GBR,IMO
IMO-7922829|NOR-1999005102,259505000,POLAFANGSTGUARD,LJFG,7922829,NOR,TORLEIF SKOTHEIMSVIK,NOR,IMO
IMO-7922829|NOR-1999005102,259505000,POLARFANGST,LJFG,7922829,NOR,TORLEIF SKOTHEIMSVIK,NOR,"IMO, NOR"
IMO-7923225|USA-618711,367131750,FRONTIER,WBB3569,7923225,USA,NORDIC FISHERIES,USA,IMO
IMO-7923225|USA-618711,367131750,FRONTIER,WBB3569,7923225,USA,,USA,USA
IMO-7923847|NPFC-1339,441360000,EUNHAE101,DTBN5,7923847,KOR,SUNMIN FISHERIES,KOR,RESEARCH-PAPER
IMO-7923861,701000875,ESTHER153,LW4188,7923861,ARG,PATAGONICOS MARITIMA,ARG,IMO
IMO-7925156|NOR-1979004912,258035000,STRAUMBERG,LIOD,7925156,NOR,BOMMELFISK,NOR,IMO
IMO-7925156|NOR-1979004912,630123300,BONVOYAGE,J5MK7,7925156,GNB,FLASH AFRIQUE SEA PRODUCTS,SEN,IMO
IMO-7925156|NOR-1979004912,258035000,STRAUMBAS,LIOD,7925156,NOR,BOMMELFISK,NOR,"IMO, NOR"
IMO-7925156|NOR-1979004912,258035000,STRAUMBERG,LIOD,7925156,NOR,STRAUMBERG,NOR,NOR
IMO-7926485|USA-605147|WCPFC-4147,366355000,HAIDA,WDE5600,7926485,USA,SMITH MW,USA,IMO
IMO-7926485|USA-605147|WCPFC-4147,366355000,HAIDA,WDE5600,7926485,USA,,USA,USA
IMO-7926485|USA-605147|WCPFC-4147,366355000,HAIDA,WDE5600,7926485,USA,SMITH MICHAEL,USA,WCPFC
IMO-7926514|USA-604243,367654030,CAROLINACAPES2,WDH8036,7926514,USA,LAS GUERAS,USA,IMO
IMO-7926514|USA-604243,367654030,CAROLINACAPES2,WDA9061,7926514,USA,LAS GUERAS,USA,IMO
IMO-7926526|USA-611520,369283000,USLIBERATOR,WDB4152,7926526,USA,ALEUTIAN LONGLINE,USA,IMO
IMO-7926526|USA-611520,369283000,USLIBERATOR,WDB4152,7926526,USA,,USA,USA
IMO-7926538|USA-609384,367108540,NORTHWESTEXPLORER,WCZ9007,7926538,USA,B N FISHERIES,USA,IMO
IMO-7926538|USA-609384,367108540,NORTHWESTEXPLORER,WCZ9007,7926538,USA,,USA,USA
IMO-7926590|USA-609823,367088480,SEAWOLF,WCW9770,7926590,USA,SEA WOLF ALASKA,USA,IMO
IMO-7926590|USA-609823,367088480,SEAWOLF,WCW9770,7926590,USA,,USA,USA
IMO-7926605|USA-618374,367094420,ARCTICMARINER,WDC8874,7926605,USA,ARCTIC MARINER,USA,IMO
IMO-7926605|USA-618374,367094420,ARCTICMARINER,WDC8874,7926605,USA,,USA,USA
IMO-7926643|USA-613082,368486000,ZEUS,WDC5330,7926643,USA,STEPHANIE FISHING,USA,IMO
IMO-7926643|USA-613082,368486000,ZEUS,WDC5330,7926643,USA,,USA,USA
IMO-7926679|USA-620005,367148750,INSTIGATOR,WDD4765,7926679,USA,CDK TRAWLERS,USA,IMO
IMO-7926679|USA-620005,367148750,INSTIGATOR,WDD4765,7926679,USA,,USA,USA
IMO-7926734|USA-616434,367095680,SASSYGIRL,WDI7945,7926734,USA,BHG SCALLOP,USA,IMO
IMO-7926734|USA-616434,367095680,SASSYGIRL,WDI7945,7926734,USA,,USA,USA
IMO-7927025|IOTC-7807|WCPFC-2218,441222000,DAEYANG602,DTBU3,7927025,KOR,DAE YANG FISHERIES,KOR,"IMO, IOTC, WCPFC"
IMO-7927037|WCPFC-9265,671608000,DOWON,5VDJ9,7927037,TGO,HONG KONG TONGHE MARINE,HKG,IMO
IMO-7927037|WCPFC-9265,312932000,JINMAO,V3HX3,7927037,BLZ,HONG KONG TONGHE MARINE LTD BELIZE SHIP REGISTRATION SERVICES,BLZ,WCPFC
IMO-7927300,441309000,AGNES3,DTBR5,7927300,KOR,AGNES FISHERIES,KOR,RESEARCH-PAPER
IMO-7927960|RUS-998149,273389070,CHUKOTKA,UBUO5,7927960,RUS,CHUKOTKA TRADING COMPANY JSC,RUS,GFW-REVIEW
IMO-7928213|RUS-846270,273433540,SAPFIR1,UFCZ,7928213,RUS,PROMFLOT,RUS,"IMO, RUS"
IMO-7929035,672561000,LELLABAYA,3V4821,7929035,TUN,,TUN,IMO
IMO-7929750,273344630,MAJESTIC,UBFG6,7929750,RUS,CLARTEX HOLDING GROUP,VGB,IMO
IMO-7929786|NPFC-1143|RUS-992962,273358660,BUKHTANATALII,UBNI6,7929786,RUS,MORSKOY TRANSPORT,RUS,IMO
IMO-7930149|IOTC-157,567000000,MOOKANDAMAN28,HSB2701,7930149,THA,SIAM TUNA FISHERIES,THA,"IMO, IOTC"
IMO-7930230,412453004,FUYUANYUF58,BVCZ7,7930230,CHN,FUZHOU HAISHENG SHIPPING,CHN,IMO
IMO-7930993,601248000,MARRETJE,ZR3648,7930993,ZAF,EYETHU FISHING,ZAF,IMO
IMO-7931076|ISL-2345,242678300,ZANDER2,CNA5261,7931076,MAR,ZANDIC MAROC,MAR,IMO
IMO-7931947,701000850,FEIXA,LW9107,7931947,ARG,MERIDIONAL PESQUERA,ARG,IMO
IMO-7931959,701000865,BOUCINA,LW9749,7931959,ARG,MERIDIONAL PESQUERA,ARG,IMO
IMO-7932111|USA-600409,367138430,AMYMARIE,WUS2556,7932111,USA,CAPE CLAM,USA,IMO
IMO-7932111|USA-600409,367138430,AMYMARIE,WUS2556,7932111,USA,NANCY ELIZABETH,USA,IMO
IMO-7932111|USA-600409,367138430,AMYMARIE,WUS2556,7932111,USA,,USA,USA
IMO-7932147|USA-610004,367131690,LADYEVELYN,WDJ9497,7932147,USA,LADY EVELYN,USA,IMO
IMO-7932147|USA-610004,367131690,LADYEVELYN,WDD3462,7932147,USA,,USA,USA
IMO-7932173|USA-608020,367586960,MARIETTE,WDG9359,7932173,USA,LNA,USA,IMO
IMO-7932173|USA-608020,367586960,MARIETTE,WDG9359,7932173,USA,,USA,USA
IMO-7932185|USA-605206,367187080,OCEANBEAUT,WDD7485,7932185,USA,JOHN MORELAND FISHING,USA,IMO
IMO-7932185|USA-605206,367187080,OCEANBEAUT,WDD7485,7932185,USA,,USA,USA
IMO-7932197|USA-606424,367326480,ARAHO,WSM6752,7932197,USA,O HARA,USA,IMO
IMO-7932197|USA-606424,367326480,ARAHO,WSM6752,7932197,USA,,USA,USA
IMO-7932276|USA-603311,367143550,KATHYROSE,WDD4343,7932276,USA,B M ROSE,USA,IMO
IMO-7932276|USA-603311,367143550,KATHYROSE,WDD4343,7932276,USA,,USA,USA
IMO-7932381|USA-611139,366988820,ALEUTIAN1,WDI9317,7932381,USA,ALEUTIAN NO 1,USA,IMO
IMO-7932381|USA-611139,366988820,ALEUTIAN1,WDI9317,7932381,USA,,USA,USA
IMO-7932381|USA-611139,366988820,ALEUTIAN1,WDC2162,7932381,USA,,USA,USA
IMO-7932393|USA-609951,366691880,GOLDENFLEECE,WSC2259,7932393,USA,GOLDEN FLEECE,USA,IMO
IMO-7932393|USA-609951,366691880,GOLDENFLEECE,WSC2259,7932393,USA,,USA,USA
IMO-7932460|USA-607725,366180250,CHIEFANDCLYDE2,WAX3368,7932460,USA,WARRIOR SCALLOPING,USA,IMO
IMO-7932460|USA-607725,366180250,CHIEFANDCLYDE2,WAX3368,7932460,USA,,USA,USA
IMO-7932757,273814510,NOVOULYANOVSK,UEDA,7932757,RUS,MARINE TRANSPORTATION CATCH,RUS,IMO
IMO-7933464|USA-606114,367095140,SHEILARENE,WDC8925,7933464,USA,OYSTER CREEK SEAFOOD,USA,IMO
IMO-7933464|USA-606114,367095140,SHEILARENE,WDC8925,7933464,USA,,USA,USA
IMO-7933476|USA-607728,368253350,ESPADA,WDM9512,7933476,USA,ESPADA LANZADA,USA,IMO
IMO-7933476|USA-607728,368253350,ESPADA,WDM9512,7933476,USA,,USA,USA
IMO-7933490|USA-613825,367490930,NORTHERNSPIRIT,WDF8056,7933490,USA,SNUG HARBOR MARINE,USA,IMO
IMO-7933490|USA-613825,367490930,NORTHERNSPIRIT,WDF8056,7933490,USA,,USA,USA
IMO-7933529|USA-602351,367037000,SCANDIESROSE,WDI3809,7933529,USA,SCANDIES LIMITED PARTNERSHIP,USA,RESEARCH-PAPER
IMO-7933529|USA-602351,367601000,SCANDIESROSE,WDC7308,7933529,USA,,USA,USA
IMO-7933555|USA-608399,367650000,ALASKAENDEAVOR,WDF7174,7933555,USA,EPIC ALASKA,USA,IMO
IMO-7933555|USA-608399,367650000,ALASKAENDEAVOR,WDF7174,7933555,USA,,USA,USA
IMO-7933567|USA-604581,367117390,PACIFICSUN,WDD2598,7933567,USA,PACIFIC SUN,USA,IMO
IMO-7933567|USA-604581,367117390,PACIFICSUN,WDD2598,7933567,USA,,USA,USA
IMO-7933579|USA-606800,366993150,SAGA,WDI5834,7933579,USA,FV SAGA,USA,IMO
IMO-7933579|USA-606800,366993150,SAGA,WDI5834,7933579,USA,,USA,USA
IMO-7933622|USA-605674,366542920,ALASKASPIRIT,WCC5414,7933622,USA,SPIRIT OF ALASKA SEAFOODS,USA,IMO
IMO-7933622|USA-605674,366542920,ALASKASPIRIT,WCC5414,7933622,USA,,USA,USA
IMO-7933646|USA-609369,367681000,ALASKATROJAN,WTS3158,7933646,USA,OREGON SEAFOOD PRODUCERS,USA,IMO
IMO-7933646|USA-609369,367681000,ALASKATROJAN,WTS3158,7933646,USA,,USA,USA
IMO-7933684|USA-611519,366182680,BRENNAA,WDD3084,7933684,USA,ST GEORGE MARINE,USA,IMO
IMO-7933684|USA-611519,367123630,BRENNAA,WDD3084,7933684,USA,ST GEORGE MARINE,USA,IMO
IMO-7933684|USA-611519,366182680,BRENNAA,WDD3084,7933684,USA,,USA,USA
IMO-7933684|USA-611519,367123630,BRENNAA,WDD3084,7933684,USA,,USA,USA
IMO-7933696|USA-613242,366755160,LADYROSLYN,WCY6619,7933696,USA,LADY ROSLYN,USA,IMO
IMO-7933696|USA-613242,366755160,LADYROSLYN,WCY6619,7933696,USA,,USA,USA
IMO-7933775|USA-609113,367051920,AMBITION,WDC6139,7933775,USA,NORDIC FISHERIES,USA,IMO
IMO-7933775|USA-609113,367051920,AMBITION,WDC6139,7933775,USA,,USA,USA
IMO-7933787|USA-602436,367497060,COWBOY,WDF8647,7933787,USA,,USA,USA
IMO-7933816|USA-606354,367547560,CONSTANCEDIANE,WDG5529,7933816,USA,CAPTAIN J V SEAFOOD,USA,IMO
IMO-7933816|USA-606354,367547560,CONSTANCEDIANE,WDG5529,7933816,USA,,USA,USA
IMO-7933892|USA-604056,367346110,PAULANDMICHELLE,WCY3105,7933892,USA,FAIRHAVEN FISHING,USA,IMO
IMO-7933892|USA-604056,367346110,PAULANDMICHELLE,WCY3105,7933892,USA,,USA,USA
IMO-7933907|USA-605858,366862830,AMANDAASHLEY,WDA9223,7933907,USA,JULIE RENEE,USA,IMO
IMO-7933907|USA-605858,366862830,AMANDAASHLEY,WDA9223,7933907,USA,,USA,USA
IMO-7933933|USA-607704,367771350,WAVE1,WDJ3783,7933933,USA,TRAN KH,USA,IMO
IMO-7933933|USA-607704,367771350,WAVE1,WDJ3783,7933933,USA,,USA,USA
IMO-7933969|USA-609993,367184150,GREENHOPE,WDD7271,7933969,USA,GREEN HOPE,USA,IMO
IMO-7933969|USA-609993,367184150,GREENHOPE,WDD7271,7933969,USA,,USA,USA
IMO-7933983|USA-611548,367510750,ELSAROSE,WDF9969,7933983,USA,ELSA ROSE,USA,IMO
IMO-7933983|USA-611548,367510750,ELSAROSE,WDF9969,7933983,USA,,USA,USA
IMO-7933995|USA-612584,367749670,MISSTINA,WDI9540,7933995,USA,MISS TINA,USA,IMO
IMO-7934016|USA-619865,367077060,MADISONKATE,WDC7792,7934016,USA,,USA,USA
IMO-7934200,367177990,MISSTRISH2,WDD6815,7934200,USA,RUSSO FISHING,USA,IMO
IMO-7934200,367788090,MISSTRISH2,WDD6815,7934200,USA,RUSSO FISHING,USA,IMO
IMO-7934248|USA-605228,303648000,VIKINGEXPLORER,WRC8693,7934248,USA,ROYAL VIKING,USA,IMO
IMO-7934248|USA-605228,303648000,VIKINGEXPLORER,WRC8693,7934248,USA,,USA,USA
IMO-7934250|USA-610393,366901360,NORTHERNDEFENDER,WDB4700,7934250,USA,DONA MARTITA,USA,IMO
IMO-7934250|USA-610393,366901360,NORTHERNDEFENDER,WDB4700,7934250,USA,,USA,USA
IMO-7934808|WCPFC-4695,525800029,BINAMA11,YE4032,7934808,IDN,DWI BINA UTAMA,IDN,"IMO, WCPFC"
IMO-7934872,412453006,FUYUANYUF6,BVBP7,7934872,CHN,BIAO ZW,CHN,IMO
IMO-7937501|USA-597611,303643000,JENNIFERA,WDC9097,7937501,USA,ST GEORGE MARINE,USA,IMO
IMO-7937501|USA-597611,367097520,JENNIFERA,WDC9097,7937501,USA,ST GEORGE MARINE,USA,IMO
IMO-7937501|USA-597611,367097520,JENNIFERA,WDC9097,7937501,USA,,USA,USA
IMO-7937501|USA-597611,303643000,JENNIFERA,WDC9097,7937501,USA,,USA,USA
IMO-7937549|USA-597508,367459220,SISEPUEDE,WDF5086,7937549,USA,SI SE PUEDE,USA,IMO
IMO-7937549|USA-597508,367459220,SISEPUEDE,WDF5086,7937549,USA,,USA,USA
IMO-7937575|USA-528154,367155110,CAPTAINRALEIGH,WDD5207,7937575,USA,GAMBIT FISHERIES,USA,IMO
IMO-7937575|USA-528154,367155110,CAPTRALEIGH,WDD5207,7937575,USA,GAMBIT FISHERIES,USA,IMO
IMO-7937575|USA-528154,367155110,CAPTAINRALEIGH,WDD5207,7937575,USA,CAPTAIN RALEIGH FISHERIES,USA,IMO
IMO-7937575|USA-528154,367155110,CAPTRALEIGH,WDD5207,7937575,USA,CAPTAIN RALEIGH FISHERIES,USA,IMO
IMO-7937575|USA-528154,367155110,CAPTRALEIGH,WDD5207,7937575,USA,,USA,USA
IMO-7937575|USA-528154,367155110,CAPTAINRALEIGH,WDD5207,7937575,USA,,USA,USA
IMO-7938024|USA-597377,367669550,ALASKACHALLENGER,WDH9586,7938024,USA,ISLAND FISHERIES,USA,IMO
IMO-7938024|USA-597377,367669550,ALASKACHALLENGER,WDH9586,7938024,USA,,USA,USA
IMO-7938115|USA-598380,367046940,GLADIATOR,WCZ9000,7938115,USA,TRIDENT SEAFOODS,USA,IMO
IMO-7938115|USA-598380,367046940,GLADIATOR,WCZ9000,7938115,USA,,USA,USA
IMO-7938220|USA-599072,368149310,STAVANGERLADY,WDL6292,7938220,USA,STAVANGER,USA,IMO
IMO-7938220|USA-599072,367301830,KATHERINE,WDD8712,7938220,USA,,USA,USA
IMO-7938268|USA-598295,367367970,MISSAMANDA,WYC7699,7938268,USA,JONES RW,USA,IMO
IMO-7938268|USA-598295,367367970,MISSAMANDA,WYC7699,7938268,USA,,USA,USA
IMO-7938361|USA-599042,367680550,KARMA,WDI2673,7938361,USA,PLAN B,USA,IMO
IMO-7938373|USA-599930,367184790,LOSNIETOS,WDD7316,7938373,USA,CUEVAS KIDS,USA,IMO
IMO-7938373|USA-599930,367184790,LOSNIETOS,WDD7316,7938373,USA,,USA,USA
IMO-7938476|USA-599631,367718350,APALACHEEWARRIOR,WDI6403,7938476,USA,CROSBY DP,USA,IMO
IMO-7938476|USA-599631,367718350,APALACHEEWARRIOR,WDI6403,7938476,USA,,USA,USA
IMO-7938490|USA-599477,367046610,MISSKELSEY,WAM8264,7938490,USA,WALLIS,USA,IMO
IMO-7938490|USA-599477,367046610,MISSKELSEY,WAM8264,7938490,USA,,USA,USA
IMO-7938529|USA-599585,368698000,GOLDENPISCES,WUR3880,7938529,USA,GOLDEN PISCES,USA,IMO
IMO-7938529|USA-599585,368698000,GOLDENPISCES,WUR3880,7938529,USA,,USA,USA
IMO-7938622|USA-600699,367415320,CAPTAINROLANDO,WDE9261,7938622,USA,ART RED,USA,IMO
IMO-7938622|USA-600699,367415320,CAPTAINROLANDO,WDE9261,7938622,USA,,USA,USA
IMO-7938634|USA-600071,367362580,ELINOREJ,WDE5138,7938634,USA,ILT,USA,IMO
IMO-7938634|USA-600071,367362580,ELINOREJ,WDE5138,7938634,USA,,USA,USA
IMO-7938634|USA-600071,367362580,DETERMINED,WDE5138,7938634,USA,,USA,USA
IMO-7938672|USA-600204,367379110,JEANMARIE,WYC8175,7938672,USA,JEAN MARIE,USA,IMO
IMO-7938672|USA-600204,367379110,JEANMARIE,WYC8175,7938672,USA,,USA,USA
IMO-7938684|USA-600300,367041640,LADYHELEN,WDF3587,7938684,USA,LADY HELEN FISHERIES,USA,IMO
IMO-7938684|USA-600300,367041640,LADYHELEN,WDC5473,7938684,USA,,USA,USA
IMO-7938713|USA-600072,303546000,KODIAK,WUV9256,7938713,USA,JLAX FISHERIES,USA,IMO
IMO-7938713|USA-600072,303546000,KODIAK,WUV9256,7938713,USA,,USA,USA
IMO-7938737|USA-599818,366926320,LUZITANO,WDB6546,7938737,USA,HOPE II,USA,IMO
IMO-7938737|USA-599818,366926320,LUZITANO,WDB6546,7938737,USA,,USA,USA
IMO-7939212|USA-600617,367767190,OCEANHUNTER,WDJ3352,7939212,USA,NEW OCEAN,USA,IMO
IMO-7939212|USA-600617,367767190,MISSMILDRED,WDJ3352,7939212,USA,CAROLINA PRIDE,USA,IMO
IMO-7939212|USA-600617,367767190,OCEANHUNTER,WDJ3352,7939212,USA,OCEAN HUNTER,USA,IMO
IMO-7939212|USA-600617,367767190,OCEANHUNTER,WDJ3352,7939212,USA,,USA,USA
IMO-7939353|USA-599943,367717050,PROVIDER,WDI6280,7939353,USA,GOOD SHEPHERD FISHERIES,USA,"IMO, NOAA"
IMO-7939365|USA-601297,367125950,CARMELITA,WYA2888,7939365,USA,CARMELITA,USA,IMO
IMO-7939365|USA-601297,367125950,CARMELITA,WYA2888,7939365,USA,,USA,USA
IMO-7939494|USA-600647,367048930,GALAXY,WDC5945,7939494,USA,GALAXY STAR,USA,IMO
IMO-7939494|USA-600647,367048930,GALAXY,WDC5945,7939494,USA,,USA,USA
IMO-7939523|USA-600793,366971260,CAPECALM,WBM7124,7939523,USA,TRIDENT SEAFOODS,USA,IMO
IMO-7939523|USA-600793,366971260,CAPECALM,WBM7124,7939523,USA,,USA,USA
IMO-7939535|USA-600856,303667000,BRITTANY,WDD6036,7939535,USA,TRIDENT SEAFOODS,USA,IMO
IMO-7939535|USA-600856,303667000,BRITTANY,WDD6036,7939535,USA,,USA,USA
IMO-7940015|USA-601825,367085680,BIGBLUE,WDC8351,7940015,USA,BIG BLUE,USA,IMO
IMO-7940015|USA-601825,367085680,BIGBLUE,WDC8351,7940015,USA,,USA,USA
IMO-7940106|USA-603431,368245920,NEWHORIZON,WDM8722,7940106,USA,LONGSHOT FISHERIES,USA,IMO
IMO-7940106|USA-603431,368245920,NEWHORIZON,WDM8722,7940106,USA,,USA,USA
IMO-7940118|USA-603297,367727940,MORNINGSTAR,WDI7359,7940118,USA,GOD SPEED FISHING,USA,IMO
IMO-7940118|USA-603297,367727940,MORNINGSTAR,WDI7359,7940118,USA,,USA,USA
IMO-7940194|USA-603709,367714330,CAPTBAILEY,WDI6015,7940194,USA,VO SV,USA,IMO
IMO-7940194|USA-603709,367714330,CAPTBAILEY,WDI6015,7940194,USA,,USA,USA
IMO-7940211|USA-603285,367561070,STEELHEAD,WDG6826,7940211,USA,SBS VESSEL CO,USA,IMO
IMO-7940211|USA-603285,367561070,STEELHEAD,WDG6826,7940211,USA,DECOMACK MARINE,USA,IMO
IMO-7940211|USA-603285,367561070,STEELHEAD,WDG6826,7940211,USA,,USA,USA
IMO-7940352|USA-603986,367345870,SAOMARCOS2,WDE3910,7940352,USA,LUCINDA FISHING,USA,IMO
IMO-7940352|USA-603986,367345870,SAOMARCOS2,WDE3910,7940352,USA,,USA,USA
IMO-7940364|USA-604009,367426650,CAPTBOB,WCZ5299,7940364,USA,EDGAR SEAFOOD PRODUCTS,USA,IMO
IMO-7940364|USA-604009,367426650,CAPTBOB,WCZ5299,7940364,USA,,USA,USA
IMO-7940467|USA-602309,303429000,DOMINATOR,WBZ4106,7940467,USA,TRIDENT SEAFOODS,USA,IMO
IMO-7940467|USA-602309,303429000,DOMINATOR,WBZ4106,7940467,USA,,USA,USA
IMO-7940479,367352970,VIRGINIADARE,WDE4421,7940479,USA,HARBOR SEAFOOD,USA,IMO
IMO-7941174,273431010,GENERALRADZIEVSKIY,UBQB,7941174,RUS,ROBINZON,RUS,IMO
IMO-7941631|RUS-801585,273848910,BORISOV,UGBE,7941631,RUS,OKEANRYBFLOT JSC,RUS,IMO
IMO-7941631|RUS-801585,273848910,BORISOV,UGBE,7941631,RUS,JSC OKEANRYBFLOT,RUS,RUS
IMO-7941643|RUS-801570,273847910,BUTOVSK,UGBC,7941643,RUS,OGNI VOSTOKA,RUS,IMO
IMO-7941693,273818600,SANGAN,UGER,7941693,RUS,NIREY,RUS,IMO
IMO-7941760|RUS-802145,273826600,SLANTSY,UHIL,7941760,RUS,FISHERIES KOLKHOZ PRIMORETS JSC,RUS,GFW-REVIEW
IMO-7941760|RUS-802145,273826616,SLANTSY,UHIL,7941760,RUS,FISHERIES KOLKHOZ PRIMORETS JSC,RUS,IMO
IMO-7941760|RUS-802145,273826604,SLANTSY,UHIL,7941760,RUS,FISHERIES KOLKHOZ PRIMORETS JSC,RUS,IMO
IMO-7941760|RUS-802145,273826604,SLANTSY,UHIL,7941760,RUS,JSC FISHERIES KOLKHOZ PRIMORETS,RUS,RUS
IMO-7941760|RUS-802145,273826616,SLANTSY,UHIL,7941760,RUS,JSC FISHERIES KOLKHOZ PRIMORETS,RUS,RUS
IMO-7941813,273813900,LUCHEZARNYY,UHGT,7941813,RUS,SVELNA TRADE PLC,RUS,IMO
IMO-7941837|RUS-801591,273849910,GEORGIYMOSKOVSKIY,UGBD,7941837,RUS,INTRAROS,RUS,"IMO, RUS"
IMO-7942154,273427000,SVETLANA,UCHP,7942154,RUS,SAAMI,RUS,IMO
IMO-7942180|RUS-800351,273812510,PIONERNIKOLAEVA,UEAW,7942180,RUS,TURNIF JSC,RUS,IMO
IMO-7942207,273424300,SARBAY,USIN,7942207,RUS,TRANZIT DV GROUP,RUS,IMO
IMO-7942714|USA-601138,367735250,MASTERCOLLIN,WDI8097,7942714,USA,DMC MARINE,USA,IMO
IMO-7942714|USA-601138,367735250,MASTERCOLLIN,WDI8097,7942714,USA,D D TRAWLERS,USA,IMO
IMO-7942714|USA-601138,367735250,MASTERCOLLIN,WDI8097,7942714,USA,,USA,USA
IMO-7942738|USA-604208,303543000,NUKAISLAND,WAR2130,7942738,USA,NI,USA,IMO
