vessel_record_id,ssvid,n_shipname,n_callsign,imo,flag,owner,owner_flag,source_code
EU-ESP000024295|ICCAT-ATEU0ESP01053,224234670,UNIONVAZQUEZBLANCO,EB4800,,ESP,UNION VAZQUEZ BLANCO,ESP,ICCAT
EU-ESP000024302|ICCAT-ATEU0ESP00231|IMO-9214769,224271000,NOCHEDEPAZ,EAWR,9214769,ESP,NOCHE DE PAZ,ESP,"ICCAT, IMO"
EU-ESP000024308|IMO-8565161,224085960,DOXILO,EA4004,8565161,ESP,CACHARELOS PESQUERIAS,ESP,IMO
EU-ESP000024313|ICCAT-ATEU0ESP04002|IMO-2840454,224171450,MARICARMENARNANDIS,EA4138,2840454,ESP,NUEVO RAFAEL 2015,ESP,"ICCAT, IMO"
EU-ESP000024319|IMO-2850318,224014550,PEPITOBARBA,EA3610,2850318,ESP,REVERTE ARLANDEZ JF,ESP,IMO
EU-ESP000024328|ICCAT-ATEU0ESP00174|IMO-8739530,224290000,LEPORREANAIAK,EA4154,8739530,ESP,ZABALETA MURUAGA ENRIQUE Y GREGORIO,ESP,RESEARCH-PAPER
EU-ESP000024331|IMO-9215244,224331000,COVABALEA,EAVG,9215244,ESP,VAQUEIRO PESQUERA,ESP,IMO
EU-ESP000024332|ICCAT-ATEU0ESP00182|IMO-8733639,224291000,MADRECONSUELO,EAWM,8733639,ESP,SANTIAGO SUBISAGA LUCIO Y OTROS,ESP,ICCAT
EU-ESP000024332|ICCAT-ATEU0ESP00182|IMO-8733639,224291000,MADRECONSUELO,EAWM,8733639,ESP,HERMANOS SUBISAGA,ESP,IMO
EU-ESP000024347|ICCAT-ATEU0ESP01055|IMO-2863781,224099560,VICENTEAGUADO,EA4112,2863781,ESP,MIGUEL AGUADO ALONSO Y OTRO,ESP,ICCAT
EU-ESP000024347|ICCAT-ATEU0ESP01055|IMO-2863781,224099560,VICENTEAGUADO,EA4112,2863781,ESP,BELMONTE HERNANDEZ,ESP,IMO
EU-ESP000024352|IMO-8734762,224329000,MEIRADACOSTA,EAWL,8734762,ESP,FERNANDEZ FERNANDEZ M,ESP,IMO
EU-ESP000024356|ICCAT-ATEU0ESP00132|IMO-8739504,224081840,GUREFATIMA,EAWO,8739504,ESP,F J A A ECHEVARRIA E FRADUA,ESP,ICCAT
EU-ESP000024356|ICCAT-ATEU0ESP00132|IMO-8739504,224081840,GUREFATIMA,EAWO,8739504,ESP,ECHEVARRIA GOYENCHEA LF JA A,ESP,IMO
EU-ESP000024357|IMO-2854998,224071650,RODRIGUEZSILVA,EA3248,2854998,ESP,RODRIGUEZ SEQUERA,ESP,IMO
EU-ESP000024358|ICCAT-ATEU0PRT00995|IMO-2858815,263422265,CARLOSCUNHA,CUET2,2858815,PRT,BALEEIRA PESCA,PRT,ICCAT
EU-ESP000024358|ICCAT-ATEU0PRT00995|IMO-2858815,263422268,CARLOSCUNHA,CUET2,2858815,PRT,BALEEIRA PESCA,PRT,ICCAT
EU-ESP000024358|ICCAT-ATEU0PRT00995|IMO-2858815,263422265,CARLOSCUNHA,CUET2,2858815,PRT,BPL BALEEIRA PESCAS,PRT,IMO
EU-ESP000024358|ICCAT-ATEU0PRT00995|IMO-2858815,263422268,CARLOSCUNHA,CUET2,2858815,PRT,BPL BALEEIRA PESCAS,PRT,IMO
EU-ESP000024358|ICCAT-ATEU0PRT00995|IMO-2858815,263422240,CARLOSCUNHA,CUET2,2858815,PRT,BPL BALEEIRA PESCAS,PRT,RESEARCH-PAPER
EU-ESP000024363|IATTC-8901|ICCAT-ATEU0ESP00380|IMO-8737609|IOTC-312,224082260,SIEMPREKALIMA,EA3951,8737609,ESP,MANU BEA,ESP,"ICCAT, IMO, IOTC"
EU-ESP000024364|ICCAT-ATEU0ESP00102|IMO-8739499|IOTC-225,224120840,ENRIQUEELGATO,EA4124,8739499,ESP,RAMON ANTONIO J ENRIQUE S AGUADO HERNANDEZ,ESP,GFW-REVIEW
EU-ESP000024372|IMO-9212618,224355000,VIRGENDECONSOLACIO,EAWY,9212618,ESP,PONTEPESCA MAR,ESP,IMO
EU-ESP000024372|IMO-9212618,224355007,VIRGENDECONSOLACIO,EAWY,9212618,ESP,PONTEPESCA MAR,ESP,IMO
EU-ESP000024374|ICCAT-ATEU0ESP03286,224095360,SANTGENIS,EA4110,,ESP,PEDRO GARCIA TELLEZ Y OTROS,ESP,ICCAT
EU-ESP000024378|ICCAT-ATEU0ESP03579|IMO-9215232,224354000,MARABRIL,EAWF,9215232,ESP,PESQUERIAS BRANTUAS,ESP,ICCAT
EU-ESP000024378|ICCAT-ATEU0ESP03579|IMO-9215232,224354000,MARABRIL,EAWF,9215232,ESP,BRANTUAS PESQUERIAS,ESP,IMO
EU-ESP000024381|ICCAT-ATEU0ESP03285,224106650,PORTODEAGUINO,EA3872,,ESP,PESCA HERMO,ESP,ICCAT
EU-ESP000024410|ICCAT-ATEU0ESP00247|IMO-8733689,224460000,NUEVOCOLLADOLINDO,EA2476,8733689,ESP,NUEVO COLLADO LINDO,ESP,"ICCAT, IMO"
EU-ESP000024410|ICCAT-ATEU0ESP00247|IMO-8733689,224460027,NUEVOCOLLADOLINDO,EA2476,8733689,ESP,NUEVO COLLADO LINDO,ESP,"ICCAT, IMO"
EU-ESP000024410|ICCAT-ATEU0ESP00247|IMO-8733689,224460021,NUEVOCOLLADOLINDO,EA2476,8733689,ESP,NUEVO COLLADO LINDO,ESP,"ICCAT, IMO"
EU-ESP000024410|ICCAT-ATEU0ESP00247|IMO-8733689,224460012,NUEVOCOLLADOLINDO,EA2476,8733689,ESP,NUEVO COLLADO LINDO,ESP,"ICCAT, IMO"
EU-ESP000024418|IMO-2820519,224094740,CRUZYCRISTO,EA4231,2820519,ESP,FERREIROS SEIJAS,ESP,IMO
EU-ESP000024433|IMO-9210971,224196160,ASTISOL,EAWG,9210971,ESP,ASOLMAR,ESP,IMO
EU-ESP000024433|IMO-9210971,224096160,ASTISOL,EAWG,9210971,ESP,ASOLMAR,ESP,IMO
EU-ESP000024436|ICCAT-ATEU0ESP00240|IMO-9166091|IOTC-269,224385000,NUEVOAMADAPRIMERO,EAWX,9166091,ESP,PESQUERIAS LIJO,ESP,"ICCAT, IOTC"
EU-ESP000024439|IMO-2847464,224067940,NUEVOPENIL,EA4106,2847464,ESP,ARMADORES PENIL GONZALEZ,ESP,IMO
EU-ESP000024446|ICCAT-ATEU0ESP01183|IMO-2825715,224120850,FLORMAR,EA4198,2825715,ESP,LOAMAR,ESP,"ICCAT, IMO"
EU-ESP000024462|IMO-9225835,224935000,SANTAMARIAR,EAPA,9225835,ESP,RODRIGUEZ MARISCOS,ESP,IMO
EU-ESP000024463|IMO-9098842,224952000,JACINTOR,EAYO,9098842,ESP,RODRIGUEZ MARISCOS,ESP,IMO
EU-ESP000024464|IMO-8733744,224033000,PEIXMARVEINTICINCO,EAXG,8733744,ESP,EXPOFERRER,ESP,IMO
EU-ESP000024465|IMO-9098830,224054000,VIDALBOCANEGRA4,EAXF,9098830,ESP,RODRIGUEZ MARISCOS,ESP,IMO
EU-ESP000024466|IMO-9225811,224931000,LANINAR,EATK,9225811,ESP,RODRIGUEZ MARISCOS,ESP,IMO
EU-ESP000024467|IMO-9225823,224175000,LAPINTAR,EATC,9225823,ESP,RODRIGUEZ MARISCOS,ESP,IMO
EU-ESP000024483|ICCAT-ATEU0ESP03703,224094870,NUEVOSANSEBASTIAN,EA4155,,ESP,SEBASTIAN ACOSTA MARTIN,ESP,ICCAT
EU-ESP000024486|ICCAT-ATEU0ESP03284|IMO-2848066,224146950,OSUBRIDO,EA4337,2848066,ESP,MANUEL GARCIA MARTINEZ,ESP,ICCAT
EU-ESP000024486|ICCAT-ATEU0ESP03284|IMO-2848066,224146950,OSUBRIDO,EA4337,2848066,ESP,MARTINEZ GARCIA M,ESP,IMO
EU-ESP000024496|IMO-8341565,224021560,NUEVOHNOSSUAREZ,EB4651,8341565,ESP,FERNANDEZ FUENTE V,ESP,IMO
EU-ESP000024499|IATTC-14934|ICCAT-ATEU0ESP00381|IMO-9221504|IOTC-14004,224452000,SIEMPRENUEVOANGEL,EAXQ,9221504,ESP,OTERO Y SANCHEZ,ESP,RESEARCH-PAPER
EU-ESP000024504|ICCAT-ATEU0ESP03747,224178660,YERAYONA,EB4403,,ESP,NICODEMUS SANCHEZ TRUJILLO,ESP,ICCAT
EU-ESP000024507|ICCAT-ATEU0ESP03570|IMO-8739762,224944000,SEGMON,EA3299,8739762,ESP,PESQUERIAS LUARQUESA,ESP,ICCAT
EU-ESP000024507|ICCAT-ATEU0ESP03570|IMO-8739762,224944000,SEGMON,EA3299,8739762,ESP,LUARQUESA PESQUERIAS,ESP,IMO
EU-ESP000024514|ICCAT-ATEU0ESP00553|IMO-2809864,224067170,ARLANPI,EA4156,2809864,ESP,ARLANPI,ESP,"ICCAT, IMO"
EU-ESP000024514|ICCAT-ATEU0ESP00553|IMO-2809864,224067182,ARLANPI,EA4156,2809864,ESP,ARLANPI,ESP,"ICCAT, IMO"
EU-ESP000024514|ICCAT-ATEU0ESP00553|IMO-2809864,224067195,ARLANPI,EA4156,2809864,ESP,ARLANPI,ESP,"ICCAT, IMO"
EU-ESP000024514|ICCAT-ATEU0ESP00553|IMO-2809864,224067174,ARLANPI,EA4156,2809864,ESP,ARLANPI,ESP,"ICCAT, IMO"
EU-ESP000024514|ICCAT-ATEU0ESP00553|IMO-2809864,224067198,ARLANPI,EA4156,2809864,ESP,ARLANPI,ESP,"ICCAT, IMO"
EU-ESP000024515|ICCAT-ATEU0ESP00133|IMO-8739516,224096770,ALMIRANTEBERRIA,EA4240,8739516,ESP,TELMO MARTINEZ GARMENDIA,ESP,ICCAT
EU-ESP000024515|ICCAT-ATEU0ESP00133|IMO-8739516,224096770,ALMIRANTEBERRIA,EA4240,8739516,ESP,MARTINEZ GARMENDIA T,ESP,IMO
EU-ESP000024518|ICCAT-ATEU0ESP00152|IMO-9208904,224004720,ITSASEDER,EAXX,9208904,ESP,INIGO EMAZABEL LECUONA Y 12 MAS,ESP,ICCAT
EU-ESP000024518|ICCAT-ATEU0ESP00152|IMO-9208904,224004720,ITSASEDER,EAXX,9208904,ESP,EMAZABEL ZAMORA UB OTHERS,ESP,IMO
EU-ESP000024531|ICCAT-ATEU0ESP00244|IMO-8739566|IOTC-271,224762000,SAJABI,EAWP,8739566,ESP,VERAGUAS LAR,ESP,"ICCAT, IMO"
EU-ESP000024531|ICCAT-ATEU0ESP00244|IMO-8739566|IOTC-271,224762000,NVOATIS,EAWP,8739566,ESP,ATIS PESCA,ESP,"ICCAT, IOTC"
EU-ESP000024531|ICCAT-ATEU0ESP00244|IMO-8739566|IOTC-271,224762000,NUEVOATIS,EAWP,8739566,ESP,ATIS PESCA,ESP,"ICCAT, IOTC"
EU-ESP000024535|ICCAT-ATEU0ESP03658,224441930,JUANCARLOSPRIMERO,EB4402,,ESP,JOSE ORTEGA SANTANA,ESP,ICCAT
EU-ESP000024536|ICCAT-ATEU0ESP01057|IMO-2831271,224106220,HNSFERNANDEZDIAZ,EB4860,2831271,ESP,ANTONIO FERNANDEZ DIAZ Y OTRO,ESP,ICCAT
EU-ESP000024536|ICCAT-ATEU0ESP01057|IMO-2831271,224106220,HNSFERNANDEZDIAZ,EB4860,2831271,ESP,DIAZ HF,ESP,IMO
EU-ESP000024536|ICCAT-ATEU0ESP01057|IMO-2831271,224106220,HNOSFERNANDEZDIAZ,EBVP,2831271,ESP,DIAZ HF,ESP,IMO
EU-ESP000024538|IMO-2810851,224002020,PILARMUNDELI2,EA3394,2810851,ESP,PILAR MUNDELI,ESP,IMO
EU-ESP000024540|ICCAT-ATEU0ESP03282|IMO-8544820,224096830,MARUXIASEGUNDO,EA4793,8544820,ESP,REQUEJO VENTOSO,ESP,"ICCAT, IMO"
EU-ESP000024544|ICCAT-ATEU0ESP01058|IMO-8687830|IOTC-15373,224113720,HERMANOSCAPARROS,EA4509,8687830,ESP,ANTONIO CAPARROS SEGURA,ESP,ICCAT
EU-ESP000024544|ICCAT-ATEU0ESP01058|IMO-8687830|IOTC-15373,224113720,HERMANOSCAPARROS,EA4509,8687830,ESP,CAPARROS SEGURA A,ESP,IMO
EU-ESP000024544|ICCAT-ATEU0ESP01058|IMO-8687830|IOTC-15373,224113720,HERMANOSCAPARROS,EA4509,8687830,ESP,CAPARROS SEGURA ANTONIO,ESP,IOTC
EU-ESP000024545|ICCAT-ATEU0ESP00197|IMO-9223863,224102000,CREADOR,EAYI,9223863,ESP,NATES NAUTICA,ESP,ICCAT
EU-ESP000024545|ICCAT-ATEU0ESP00197|IMO-9223863,224102000,CREADOR,EAYI,9223863,ESP,,ESP,IMO
EU-ESP000024556|ICCAT-ATEU0ESP00372|IMO-8739774,224949000,SIEMPRERATONERO,EADY,8739774,ESP,JOSE PEREZ SUAREZ,ESP,ICCAT
EU-ESP000024556|ICCAT-ATEU0ESP00372|IMO-8739774,224949000,PUNTACANCELADA,EADY,8739774,ESP,ARMADORES BORNEIRAS,ESP,IMO
EU-ESP000024556|ICCAT-ATEU0ESP00372|IMO-8739774,224949000,PLAYADASFURNAS,EADY,8739774,ESP,ARMADORES BORNEIRAS,ESP,IMO
EU-ESP000024556|ICCAT-ATEU0ESP00372|IMO-8739774,224949000,SIEMPRERATONERO,EADY,8739774,ESP,PEREZ SUAREZ J,ESP,IMO
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004731,PITTAR,EAXC,9227651,ESP,JUAN JOSE SUSPERREGUI VELEZ DE MENDIZABAL Y OTROS,ESP,ICCAT
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004703,PITTAR,EAXC,9227651,ESP,JUAN JOSE SUSPERREGUI VELEZ DE MENDIZABAL Y OTROS,ESP,ICCAT
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004681,PITTAR,EAXC,9227651,ESP,JUAN JOSE SUSPERREGUI VELEZ DE MENDIZABAL Y OTROS,ESP,ICCAT
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004732,PITTAR,EAXC,9227651,ESP,JUAN JOSE SUSPERREGUI VELEZ DE MENDIZABAL Y OTROS,ESP,ICCAT
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004729,PITTAR,EAXC,9227651,ESP,JUAN JOSE SUSPERREGUI VELEZ DE MENDIZABAL Y OTROS,ESP,ICCAT
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004680,PITTAR,EAXC,9227651,ESP,JUAN JOSE SUSPERREGUI VELEZ DE MENDIZABAL Y OTROS,ESP,ICCAT
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004680,PITTAR,EAXC,9227651,ESP,SUSPERREGUI OTHERS,ESP,IMO
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004729,PITTAR,EAXC,9227651,ESP,SUSPERREGUI OTHERS,ESP,IMO
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004681,PITTAR,EAXC,9227651,ESP,SUSPERREGUI OTHERS,ESP,IMO
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004731,PITTAR,EAXC,9227651,ESP,SUSPERREGUI OTHERS,ESP,IMO
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004732,PITTAR,EAXC,9227651,ESP,SUSPERREGUI OTHERS,ESP,IMO
EU-ESP000024561|ICCAT-ATEU0ESP00317|IMO-9227651,224004703,PITTAR,EAXC,9227651,ESP,SUSPERREGUI OTHERS,ESP,IMO
EU-ESP000024563|ICCAT-ATEU0ESP03961|IMO-9244477,224005540,ARRETXUBERRIA,EAWH,9244477,ESP,ANDREKALA,ESP,ICCAT
EU-ESP000024563|ICCAT-ATEU0ESP03961|IMO-9244477,224005540,ARRETXUBERRIA,EAWH,9244477,ESP,ARRETXU,ESP,IMO
EU-ESP000024574|ICCAT-ATEU0ESP00600,224102340,CONCEPCIONMADRE,EA4580,,ESP,JOSE LUIS CORREA KESSLER,ESP,ICCAT
EU-ESP000024574|ICCAT-ATEU0ESP00600,24102340,CONCEPCIONMADRE,EA4580,,ESP,JOSE LUIS CORREA KESSLER,ESP,ICCAT
EU-ESP000024575|ICCAT-ATEU0ESP03346|IMO-2847567,224073540,SOLERMOLINA,EA4505,2847567,ESP,SOLER MOLINA PESCA,ESP,ICCAT
EU-ESP000024575|ICCAT-ATEU0ESP03346|IMO-2847567,224073540,NPUERTOSTAPOLA,EA4505,2847567,ESP,SOLER MOLINA PESCA,ESP,ICCAT
EU-ESP000024575|ICCAT-ATEU0ESP03346|IMO-2847567,224073540,NPUERTOSTAPOLA,EA4505,2847567,ESP,SOLER DURA FE,ESP,IMO
EU-ESP000024580|ICCAT-ATEU0ESP03960|IMO-9244489,224005590,ANDREKALABERRIA,EAYK,9244489,ESP,ANDREKALA,ESP,"ICCAT, IMO"
EU-ESP000024581|ICCAT-ATEU0ESP00165|IMO-9223849,224006570,JUSTOLECUE,EAYR,9223849,ESP,ARMADORES LECUE,ESP,ICCAT
EU-ESP000024581|ICCAT-ATEU0ESP00165|IMO-9223849,224006571,PEDRINABLANCA,EAYR,9223849,ESP,LECUE ARMADORES,ESP,IMO
EU-ESP000024581|ICCAT-ATEU0ESP00165|IMO-9223849,24006570,PEDRINABLANCA,EAYR,9223849,ESP,LECUE ARMADORES,ESP,IMO
EU-ESP000024581|ICCAT-ATEU0ESP00165|IMO-9223849,224006570,JUSTOLECUE,EAYR,9223849,ESP,LECUE ARMADORES,ESP,IMO
EU-ESP000024581|ICCAT-ATEU0ESP00165|IMO-9223849,224006590,PEDRINABLANCA,EAYR,9223849,ESP,LECUE ARMADORES,ESP,IMO
EU-ESP000024581|ICCAT-ATEU0ESP00165|IMO-9223849,224006570,PEDRINABLANCA,EAYR,9223849,ESP,LECUE ARMADORES,ESP,IMO
EU-ESP000024588|IMO-9221542|IOTC-281,228048600,ARGELES,FIOI,9221542,FRA,ALDAN PESQUERA,ESP,IMO
EU-ESP000024588|IMO-9221542|IOTC-281,228048636,ARGELES,FIOI,9221542,FRA,ALDAN PESQUERA,ESP,IMO
EU-ESP000024588|IMO-9221542|IOTC-281,228048635,ARGELES,FIOI,9221542,FRA,ALDAN PESQUERA,ESP,IMO
EU-ESP000024588|IMO-9221542|IOTC-281,224119000,NUEVONEMESIA,EAVD,9221542,ESP,JOSE ANTONIO BASANTA SANTOS,ESP,IOTC
EU-ESP000024592|IMO-9212591,224005190,PESCABERBES3,EAXR,9212591,ESP,PESCABERBES,ESP,IMO
EU-ESP000024594|ICCAT-ATEU0ESP03874|IMO-8791186,224006930,SERRAAITANA,EA4720,8791186,ESP,LLINARES SOLBES,ESP,GFW-REVIEW
EU-ESP000024600|IMO-2849802,224174120,NUEVOCIELOAZUL,EB4604,2849802,ESP,MARCOTE ALLO MI,ESP,IMO
EU-ESP000024606|ICCAT-ATEU0ESP00758|IMO-2841757,224057450,MARTINDANIEL,EA4600,2841757,ESP,JESUS DOMINGUEZ BUSTO,ESP,ICCAT
EU-ESP000024606|ICCAT-ATEU0ESP00758|IMO-2841757,224057450,MARTINDANIEL,EA4600,2841757,ESP,DOMINGUEZ BUSTO J,ESP,IMO
EU-ESP000024619|IMO-8739750,224011550,SANTJOANB,EA4551,8739750,ESP,BORJA IBANEZ JB MA,ESP,IMO
EU-ESP000024626|ICCAT-ATEU0ESP01426,224256440,ANAYSERGIO,EB4775,,ESP,RAFAEL SUNER LOPEZ,ESP,ICCAT
EU-ESP000024627|IMO-2827062,224007820,GAZTELUGATXEKODONIEN,EA4873,2827062,ESP,ORONOZ ROMANO I,ESP,IMO
EU-ESP000024628|ICCAT-ATEU0ESP00327|IMO-8733861,224009250,CRUNIA,EAWT,8733861,ESP,PESQUERA TOURO,ESP,ICCAT
EU-ESP000024628|ICCAT-ATEU0ESP00327|IMO-8733861,263441300,ANTONIODOVELLINO,CUAW8,8733861,PRT,MISTURA FARTA UNIPESSOAL,PRT,IMO
EU-ESP000024628|ICCAT-ATEU0ESP00327|IMO-8733861,224009250,CRUNIA,EAWT,8733861,ESP,CALDEIRON PESQUERA,ESP,IMO
EU-ESP000024630|ICCAT-ATEU0ESP00226|IMO-8739736,224005870,MONTSERRATBERRI,EAYQ,8739736,ESP,MONTSERRAT,ESP,ICCAT
EU-ESP000024630|ICCAT-ATEU0ESP00226|IMO-8739736,224005870,MONTSERRATBERRI,EAYQ,8739736,ESP,MUGICA SARABIA J Y OTROS,ESP,IMO
EU-ESP000024632|IMO-2847608,224045640,NUEVORICHARD,EA4719,2847608,ESP,VILLAR ARRIBI,ESP,IMO
EU-ESP000024640|IMO-9098854,224510000,ANDRESR,EAKH,9098854,ESP,RODRIGUEZ MARISCOS,ESP,IMO
EU-ESP000024641|ICCAT-ATEU0ESP04007|IMO-8739700,224008890,GALANSALVADOR,EA4794,8739700,ESP,GALAN SALVADOR,ESP,"ICCAT, IMO"
EU-ESP000024646|ICCAT-ATEU0ESP03572|IMO-8733495,224009240,CABODESANLORENO,EAWU,8733495,ESP,PENA LA DEVA,ESP,"ICCAT, IMO"
EU-ESP000024648|ICCAT-ATEU0ESP00394|IMO-8733988,224003100,TIOGELSEGON,EAXZ,8733988,ESP,TIO GEL,ESP,ICCAT
EU-ESP000024648|ICCAT-ATEU0ESP00394|IMO-8733988,224003100,TIOGELSEGON,EAXZ,8733988,ESP,,ESP,IMO
EU-ESP000024649|ICCAT-ATEU0ESP01356,224010120,TIOMICHEL,EA4854,,ESP,MIGUEL DIAZ FLORES,ESP,ICCAT
EU-ESP000024653|ICCAT-ATEU0ESP00130|IMO-9227663,224010590,GUREAMUITZ,EASO,9227663,ESP,JOSE ENRIQUE SUSPERREGUI URUEN Y OTROS,ESP,ICCAT
EU-ESP000024653|ICCAT-ATEU0ESP00130|IMO-9227663,224010590,GUREAMUITZ,EASO,9227663,ESP,SUSPERREGUI OTHERS,ESP,IMO
EU-ESP000024660|IMO-2825026,224006280,FARODECALELLA,EA4808,2825026,ESP,FLORES AL,ESP,IMO
EU-ESP000024668|ICCAT-ATEU0ESP00028|IMO-8959312,224065000,ANAISABEL,EASJ,8959312,ESP,BRANTUAS,ESP,ICCAT
EU-ESP000024668|ICCAT-ATEU0ESP00028|IMO-8959312,224065000,ANAISABEL,EASJ,8959312,ESP,FIVICA BRANTUAS,ESP,IMO
EU-ESP000024677|ICCAT-ATEU0ESP00169|IMO-9212955|IOTC-7799,224089022,KERMANTXO,EAXI,9212955,ESP,SAN JUAN DE DIOS II,ESP,"ICCAT, IOTC"
EU-ESP000024677|ICCAT-ATEU0ESP00169|IMO-9212955|IOTC-7799,224089019,KERMANTXO,EAXI,9212955,ESP,SAN JUAN DE DIOS II,ESP,"ICCAT, IOTC"
EU-ESP000024677|ICCAT-ATEU0ESP00169|IMO-9212955|IOTC-7799,224089000,KERMANTXO,EAXI,9212955,ESP,SAN JUAN DE DIOS II,ESP,"ICCAT, IOTC"
EU-ESP000024677|ICCAT-ATEU0ESP00169|IMO-9212955|IOTC-7799,224089016,KERMANTXO,EAXI,9212955,ESP,SAN JUAN DE DIOS II,ESP,"ICCAT, IOTC"
EU-ESP000024678|ICCAT-ATEU0ESP00008|IMO-9212943|IOTC-7798,224070000,AITAFRAXKU,EACD,9212943,ESP,SAN JUAN DE DIOS,ESP,RESEARCH-PAPER
EU-ESP000024681|ICCAT-ATEU0ESP00847|IMO-2847995,224005830,OCAPRICHO,EA5198,2847995,ESP,PRIMEIRO CAPRICHO,ESP,"ICCAT, IMO"
EU-ESP000024687|IMO-2850241,224003450,SARI,EA3562,2850241,ESP,BRULL NAVARRO,ESP,IMO
EU-ESP000024706|IMO-8739724,224011270,JOMADO,EA3469,8739724,ESP,JOMADO IFACH SAL,ESP,IMO
EU-ESP000024710|ICCAT-ATEU0ESP03648,224028630,HERMANOSNAVARRO,EA4385,,ESP,CAMILO NAVARRO BARRERA,ESP,ICCAT
EU-ESP000024717|ICCAT-ATEU0ESP00031|IMO-9244532,224011830,ANDUIZAANAIAK,EA4906,9244532,ESP,G ANDUIZA ALBONIGA J I ANDUIZA ALBONIGA,ESP,RESEARCH-PAPER
EU-ESP000024724|ICCAT-ATEU0ESP00143|IMO-8739528,224010730,HNOSSANSALVADOR,EAWS,8739528,ESP,PESQUERAS SANTANDER,ESP,ICCAT
EU-ESP000024724|ICCAT-ATEU0ESP00143|IMO-8739528,224010730,HNOSSANSALVADOR,EAWS,8739528,ESP,SANTANDER PESQUERAS,ESP,IMO
EU-ESP000024730|ICCAT-ATEU0ESP00869|IMO-8562731,224012850,PLAYADECOVAS,EA4862,8562731,ESP,COVASMAR PESCA,ESP,"ICCAT, IMO"
EU-ESP000024732|IMO-8734839,224012280,VILABOA1,EBRC,8734839,ESP,UNION MARINA,ESP,IMO
EU-ESP000024733|ICCAT-ATEU0ESP00333|IMO-8962527,225353000,PORTOSANTO,EAPR,8962527,ESP,BUQUE AREASA,ESP,ICCAT
EU-ESP000024733|ICCAT-ATEU0ESP00333|IMO-8962527,225353000,PORTOSANTO,EAPR,8962527,ESP,IGLESIAS OTHERS,ESP,IMO
EU-ESP000024736|ICCAT-ATEU0ESP00835|IMO-2847634,224015440,NUEVOROMA3,EA4649,2847634,ESP,JOSE MANUEL SUAREZ MARTINEZ Y 1 MAS,ESP,ICCAT
EU-ESP000024736|ICCAT-ATEU0ESP00835|IMO-2847634,224015440,MARUXIA,EA4649,2847634,ESP,JOSE MANUEL SUAREZ MARTINEZ Y 1 MAS,ESP,ICCAT
EU-ESP000024736|ICCAT-ATEU0ESP00835|IMO-2847634,224015440,MARUXIA,EA4649,2847634,ESP,REQUEJO VENTOSO,ESP,IMO
EU-ESP000024760|ICCAT-ATEU0ESP00331|IMO-8959336,224013090,POMBO3,EAMR,8959336,ESP,PESQUERIAS POMBO,ESP,ICCAT
EU-ESP000024760|ICCAT-ATEU0ESP00331|IMO-8959336,224013090,POMBO3,EAMR,8959336,ESP,POMBO PESQUERIAS,ESP,IMO
EU-ESP000024761|ICCAT-ATEU0ESP00329|IMO-8959324,224075000,POMBO5,EAYL,8959324,ESP,POMBO MENDEZ,ESP,"ICCAT, IMO"
EU-ESP000024764|IMO-2829735,224008250,HERMANOSMALONDA,EA4610,2829735,ESP,MALONDA ADAM MC,ESP,IMO
EU-ESP000024775|FFA-34708|IATTC-3754|IMO-9210969|IOTC-189|WCPFC-5285,224523003,ROSITAC,EAHJ,9210969,ESP,ATUNERA DULARRA,ESP,"FFA, IATTC, IOTC, WCPFC"
EU-ESP000024775|FFA-34708|IATTC-3754|IMO-9210969|IOTC-189|WCPFC-5285,224523004,ROSITAC,EAHJ,9210969,ESP,ATUNERA DULARRA,ESP,"FFA, IATTC, IOTC, WCPFC"
EU-ESP000024775|FFA-34708|IATTC-3754|IMO-9210969|IOTC-189|WCPFC-5285,224523007,ROSITAC,EAHJ,9210969,ESP,ATUNERA DULARRA,ESP,"FFA, IATTC, IOTC, WCPFC"
EU-ESP000024775|FFA-34708|IATTC-3754|IMO-9210969|IOTC-189|WCPFC-5285,224523005,ROSITAC,EAHJ,9210969,ESP,ATUNERA DULARRA,ESP,"FFA, IATTC, IOTC, WCPFC"
EU-ESP000024775|FFA-34708|IATTC-3754|IMO-9210969|IOTC-189|WCPFC-5285,224523000,ROSITAC,EAHJ,9210969,ESP,BOLTON GROUP,ITA,RESEARCH-PAPER
EU-ESP000024776|IMO-8733859,224270000,PEIXMARVEINTISEIS,EAVA,8733859,ESP,MARSIERRA PESQUERAS,ESP,IMO
EU-ESP000024795|ICCAT-ATEU0ESP01137|IMO-2847440,224015120,NUEVOPEDROLOLI,EA5060,2847440,ESP,PEDRO CARMONA PEREZ,ESP,ICCAT
